Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
1220,PATSHULL ROAD,Kentish Town South,NW5 2LD,FRONT OF N 64,35/18,86,Generic LED Lighting,Lighting Column,800,No,2021 Aug 31 12:00:00 AM,"529,288","184,761",-0.136835,51.546942,POINT (-0.136835 51.546942),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1221,PATSHULL ROAD,Kentish Town South,NW5 2LE,FRONT OF  N 85U,35/18,86,Generic LED Lighting,Lighting Column,800,No,2021 Aug 31 12:00:00 AM,"529,320","184,766",-0.136372,51.54698,POINT (-0.136372 51.54698),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1222,PATSHULL ROAD,Kentish Town South,NW5 2LD,FRONT OF N 82,35/18,86,Generic LED Lighting,Lighting Column,800,No,2021 Aug 31 12:00:00 AM,"529,346","184,755",-0.136001,51.546875,POINT (-0.136001 51.546875),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1223,PATSHULL ROAD,Kentish Town South,NW5 2AS,S/O NO 82 BARTHOLOMEW RD,35/18,86,Generic LED Lighting,Lighting Column,800,No,2021 Aug 31 12:00:00 AM,"529,375","184,760",-0.135581,51.546914,POINT (-0.135581 51.546914),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
246540,PECKWATER STREET,Kentish Town South,NW5 2TY,TOP OF ST,35/18,48,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"529,227","185,054",-0.137606,51.54959,POINT (-0.137606 51.54959),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
246541,PECKWATER STREET,Kentish Town South,NW5 2UA,OPP GARDEN,35/18,48,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"529,239","185,080",-0.137424,51.54982,POINT (-0.137424 51.54982),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
246542,PECKWATER STREET,Kentish Town South,NW5 2TY,"O/S BEEDON HOUSE, FURTHEST FROM J/W ISLIP ST",35/18,48,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"529,234","185,102",-0.137488,51.550019,POINT (-0.137488 51.550019),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1061,PENRYN STREET,St Pancras and Somers Town,NW1 1RH,O/S 25,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Aug 31 12:00:00 AM,"529,648","183,364",-0.13216,51.534305,POINT (-0.13216 51.534305),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1062,PENRYN STREET,St Pancras and Somers Town,NW1 1RN,J/W PLATT STREET,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Aug 31 12:00:00 AM,"529,690","183,305",-0.131577,51.533765,POINT (-0.131577 51.533765),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1063,PENRYN STREET,St Pancras and Somers Town,NW1 1RL,O/S 5,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Aug 31 12:00:00 AM,"529,659","183,334",-0.132013,51.534033,POINT (-0.132013 51.534033),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1064,PENRYN STREET,St Pancras and Somers Town,NW1 1RR,OPP 9,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Aug 31 12:00:00 AM,"529,676","183,311",-0.131776,51.533823,POINT (-0.131776 51.533823),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
20977,PERCEVAL AVENUE,Belsize,NW3 4PY,O/S NO 14,35/18,56,Generic LED Lighting,Lighting Column,600,No,2022 Feb 28 12:00:00 AM,"527,073","185,188",-0.168607,51.551282,POINT (-0.168607 51.551282),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
20978,PERCEVAL AVENUE,Belsize,NW3 4PY,O/S NO 10,35/18,42,Generic LED Lighting,Lighting Column,600,No,2022 Feb 28 12:00:00 AM,"527,068","185,220",-0.168668,51.551571,POINT (-0.168668 51.551571),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
20979,PERCEVAL AVENUE,Belsize,NW3 4PY,O/S NO 7,35/18,42,Generic LED Lighting,Lighting Column,600,No,2022 Feb 28 12:00:00 AM,"527,081","185,244",-0.168471,51.551784,POINT (-0.168471 51.551784),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
244208,PERCEVAL AVENUE,Belsize,NW3 4PY,O/S NO 4,35/18,56,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"527,054","185,262",-0.168854,51.551952,POINT (-0.168854 51.551952),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
258636,PERCY MEWS,Bloomsbury,,LIMIT N 6/7,35/18,50,Generic LED Lighting,Wall Light,,,,"529,598","181,547",-0.133549,51.517988,POINT (-0.133549 51.517988),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
258637,PERCY MEWS,Bloomsbury,W1T 1JD,ENTRANCE,35/18,50,Generic LED Lighting,Wall Light,,,,"529,568","181,525",-0.133989,51.517797,POINT (-0.133989 51.517797),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
258638,PERCY MEWS,Bloomsbury,W1T 1JB,FRONT OF N 32-35,35/18,50,Generic LED Lighting,Wall Light,,,,"529,578","181,523",-0.133846,51.517776,POINT (-0.133846 51.517776),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249288,PERCY STREET,Bloomsbury,W1T 1JF,O/S NO 1,35/18,51,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"529,551","181,547",-0.134226,51.517998,POINT (-0.134226 51.517998),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249289,PERCY STREET,Bloomsbury,W1T 2DH,O/S NO 36,35/18,51,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"529,564","181,567",-0.134031,51.518175,POINT (-0.134031 51.518175),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249290,PERCY STREET,Bloomsbury,W1T 1DH,O/S NO 8,35/18,51,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"529,593","181,575",-0.13361,51.51824,POINT (-0.13361 51.51824),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249291,PERCY STREET,Bloomsbury,W1T 2DA,O/S NO 29,35/18,51,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"529,609","181,598",-0.133372,51.518443,POINT (-0.133372 51.518443),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249292,PERCY STREET,Bloomsbury,W1T 2AR,O/S NO 24,35/18,51,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"529,632","181,613",-0.133035,51.518573,POINT (-0.133035 51.518573),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249293,PERCY STREET,Bloomsbury,W1T 1DY,O/S NO 19,35/18,51,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"529,657","181,618",-0.132673,51.518612,POINT (-0.132673 51.518612),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
245731,PERREN STREET,Kentish Town South,NW5 3EH,O/S NO 4,35/18,51,Generic LED Lighting,Lighting Column,600,No,2021 Dec 31 12:00:00 AM,"528,643","184,777",-0.146126,51.547233,POINT (-0.146126 51.547233),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242613,PERRIN'S COURT,Hampstead Town,NW3 1QS,O/S CAFE,35/18,99,Cosmopolis,Lighting Column,400,Yes,,"526,405","185,640",-0.178074,51.555494,POINT (-0.178074 51.555494),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242614,PERRIN'S COURT,Hampstead Town,NW3 1QS,O/S NO 7-9,35/18,99,Cosmopolis,Lighting Column,400,Yes,2000 Feb 10 12:00:00 AM,"526,428","185,655",-0.177737,51.555624,POINT (-0.177737 51.555624),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1233,PERRIN'S LANE,Hampstead Town,NW3 6NU,J/W HEATH ST,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Aug 31 12:00:00 AM,"526,401","185,606",-0.178144,51.55519,POINT (-0.178144 51.55519),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1516,PERRIN'S LANE,Hampstead Town,NW3 1QY,OPP NO 4,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Nov 30 12:00:00 AM,"526,454","185,642",-0.177367,51.555501,POINT (-0.177367 51.555501),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
255419,PERRIN'S LANE,Hampstead Town,NW3 1QY,O/S NO 18,35/18,39,Generic LED Lighting,Wall Light,,,2023 Nov 14 12:00:00 AM,"526,422","185,626",-0.177834,51.555365,POINT (-0.177834 51.555365),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242617,PERRIN'S WALK,Frognal,NW3 6TP,J/W HEATH ST,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,374","185,597",-0.178536,51.555115,POINT (-0.178536 51.555115),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242618,PERRIN'S WALK,Frognal,NW3 6TH,OPP NO 25,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,354","185,575",-0.178833,51.554922,POINT (-0.178833 51.554922),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
255420,PERRIN'S WALK,Frognal,NW3 6TH,AT THE BLOCK END,35/18,39,Generic LED Lighting,Wall Light,,,,"526,324","185,558",-0.179271,51.554776,POINT (-0.179271 51.554776),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
249999,PHOENIX PLACE,Holborn and Covent Garden,WC1X 0AA,1ST FROM J/W MOUNT PLEASENT,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"531,039","182,225",-0.11254,51.523749,POINT (-0.11254 51.523749),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250000,PHOENIX PLACE,,,60M FROM MOUNT PLEASANT,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"531,016","182,257",-0.11286,51.524041,POINT (-0.11286 51.524041),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250001,PHOENIX PLACE,Holborn and Covent Garden,WC1X 0AA,3 RD FROM MOUNT PLEASENT,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,987","182,276",-0.11327,51.524219,POINT (-0.11327 51.524219),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250002,PHOENIX PLACE,Holborn and Covent Garden,WC1X 0AA,4 TH FROM MOUNT PLEASENT,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,960","182,304",-0.113649,51.524477,POINT (-0.113649 51.524477),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250003,PHOENIX PLACE,,,OPP. CALTHORPE HOUSE,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,954","182,343",-0.113721,51.524829,POINT (-0.113721 51.524829),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250004,PHOENIX PLACE,Holborn and Covent Garden,WC1X 0JZ,AT REAR OF 48 CALTHORPE STREET,35/18,42,Generic LED Lighting,Lighting Column,600,No,2023 Nov 24 12:00:00 AM,"530,928","182,378",-0.114082,51.525149,POINT (-0.114082 51.525149),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250005,PHOENIX PLACE,,,OPP. PUB,35/18,42,Generic LED Lighting,Lighting Column,800,No,2023 Nov 24 12:00:00 AM,"530,922","182,412",-0.114156,51.525456,POINT (-0.114156 51.525456),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248868,PHOENIX ROAD,St Pancras and Somers Town,NW1 1ES,J/W OSSULSTON ST,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,770","183,035",-0.130523,51.531321,POINT (-0.130523 51.531321),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248869,PHOENIX ROAD,St Pancras and Somers Town,NW1 1ES,J/W OSSULSTON ST,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,770","183,035",-0.130523,51.531321,POINT (-0.130523 51.531321),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248870,PHOENIX ROAD,St Pancras and Somers Town,NW1 1ES,O/S  54,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,749","183,021",-0.130831,51.5312,POINT (-0.130831 51.5312),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248871,PHOENIX ROAD,St Pancras and Somers Town,NW1 1ES,O/S  54,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,749","183,021",-0.130831,51.5312,POINT (-0.130831 51.5312),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248872,PHOENIX ROAD,St Pancras and Somers Town,NW1 1HB,O/S PUB,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,718","183,010",-0.131282,51.531108,POINT (-0.131282 51.531108),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248873,PHOENIX ROAD,St Pancras and Somers Town,NW1 1HB,O/S PUB,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,718","183,010",-0.131282,51.531108,POINT (-0.131282 51.531108),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248874,PHOENIX ROAD,St Pancras and Somers Town,NW1 1TA,O/S 42,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,696","182,988",-0.131607,51.530915,POINT (-0.131607 51.530915),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248875,PHOENIX ROAD,St Pancras and Somers Town,NW1 1TA,O/S 42,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,696","182,988",-0.131607,51.530915,POINT (-0.131607 51.530915),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248876,PHOENIX ROAD,St Pancras and Somers Town,NW1 1ST,O/S  OAKSHOTT COURT,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,667","182,981",-0.132027,51.530859,POINT (-0.132027 51.530859),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248877,PHOENIX ROAD,St Pancras and Somers Town,NW1 1ST,O/S  OAKSHOTT COURT,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,667","182,981",-0.132027,51.530859,POINT (-0.132027 51.530859),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248878,PHOENIX ROAD,St Pancras and Somers Town,NW1 1TA,O/S 34,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,653","182,958",-0.132237,51.530655,POINT (-0.132237 51.530655),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248879,PHOENIX ROAD,St Pancras and Somers Town,NW1 1TA,O/S 34,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,653","182,958",-0.132237,51.530655,POINT (-0.132237 51.530655),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248880,PHOENIX ROAD,St Pancras and Somers Town,NW1 1SS,OPP 32,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,627","182,954",-0.132614,51.530625,POINT (-0.132614 51.530625),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248881,PHOENIX ROAD,St Pancras and Somers Town,NW1 1SS,OPP 32,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,627","182,954",-0.132614,51.530625,POINT (-0.132614 51.530625),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248882,PHOENIX ROAD,St Pancras and Somers Town,NW1 1TA,OPP WERRINGTON STREET,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,614","182,931",-0.132809,51.530422,POINT (-0.132809 51.530422),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248883,PHOENIX ROAD,St Pancras and Somers Town,NW1 1TA,OPP WERRINGTON STREET,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,614","182,931",-0.132809,51.530422,POINT (-0.132809 51.530422),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248884,PHOENIX ROAD,St Pancras and Somers Town,NW1 1TA,O/S 20,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,589","182,915",-0.133175,51.530284,POINT (-0.133175 51.530284),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248885,PHOENIX ROAD,St Pancras and Somers Town,NW1 1TA,O/S 20,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,589","182,915",-0.133175,51.530284,POINT (-0.133175 51.530284),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248886,PHOENIX ROAD,St Pancras and Somers Town,NW1 1BP,OPP CHURCH,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,554","182,901",-0.133685,51.530166,POINT (-0.133685 51.530166),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
248887,PHOENIX ROAD,St Pancras and Somers Town,NW1 1BP,OPP CHURCH,35/18,31,Generic LED Lighting,Lighting Column,800,No,,"529,554","182,901",-0.133685,51.530166,POINT (-0.133685 51.530166),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1327,PHOENIX STREET,Holborn and Covent Garden,WC2H 0JG,FRONT OF BOOKSELLER,35/18,51,Generic LED Lighting,Lighting Column,800,No,2021 Sep 30 12:00:00 AM,"529,920","181,153",-0.129056,51.514373,POINT (-0.129056 51.514373),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1328,PHOENIX STREET,Holborn and Covent Garden,WC2H 0JG,OPP THEATRE,35/18,51,Generic LED Lighting,Lighting Column,800,No,2021 Sep 30 12:00:00 AM,"529,892","181,138",-0.129465,51.514245,POINT (-0.129465 51.514245),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
250630,PHOENIX STREET,Holborn and Covent Garden,WC2H 8BU,J/W STACEY ST,35/18,41,Generic LED Lighting,Lighting Column,800,No,2023 Nov 06 12:00:00 AM,"529,931","181,165",-0.128893,51.514478,POINT (-0.128893 51.514478),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243334,PILGRIM'S LANE,Hampstead Town,NW3 1SJ,OUTSIDE 5A,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,2021 Dec 31 12:00:00 AM,"526,814","185,608",-0.172189,51.555115,POINT (-0.172189 51.555115),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243335,PILGRIM'S LANE,Hampstead Town,NW3 1SJ,OPPOSITE 8,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,831","185,635",-0.171934,51.555354,POINT (-0.171934 51.555354),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243336,PILGRIM'S LANE,Hampstead Town,NW3 1SN,END OF 12,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,841","185,654",-0.171783,51.555522,POINT (-0.171783 51.555522),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243337,PILGRIM'S LANE,Hampstead Town,NW3 1SN,OUTSIDE 12,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,836","185,678",-0.171847,51.555739,POINT (-0.171847 51.555739),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243338,PILGRIM'S LANE,Hampstead Town,NW3 1SN,OUTSIDE 24,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,875","185,726",-0.171267,51.556162,POINT (-0.171267 51.556162),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243339,PILGRIM'S LANE,Hampstead Town,NW3 1SX,S/O NO. 29,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,886","185,753",-0.171099,51.556402,POINT (-0.171099 51.556402),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243340,PILGRIM'S LANE,Hampstead Town,NW3 1SU,OUTSIDE 44,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,907","185,779",-0.170787,51.556631,POINT (-0.170787 51.556631),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243341,PILGRIM'S LANE,Hampstead Town,NW3 1SN,OUTSIDE 54,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,929","185,790",-0.170466,51.556725,POINT (-0.170466 51.556725),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243342,PILGRIM'S LANE,Hampstead Town,NW3 1SS,OUTSIDE 43,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,940","185,818",-0.170297,51.556974,POINT (-0.170297 51.556974),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243343,PILGRIM'S LANE,Hampstead Town,NW3 1SP,OUTSIDE 68,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,966","185,834",-0.169916,51.557112,POINT (-0.169916 51.557112),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243344,PILGRIM'S LANE,Hampstead Town,NW3 1RY,OPP. NO. 16,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,848","185,706",-0.171664,51.555988,POINT (-0.171664 51.555988),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243345,PILGRIM'S LANE,Hampstead Town,NW3 1NH,OPPOSITE 1,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,2021 Dec 31 12:00:00 AM,"526,803","185,586",-0.172356,51.55492,POINT (-0.172356 51.55492),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
243346,PILGRIM'S PLACE,Hampstead Town,NW3 1NN,OUTSIDE 48,35/18,109,High Pressure Sodium,Lighting Column,400,Yes,,"526,775","185,622",-0.172746,51.55525,POINT (-0.172746 51.55525),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
255724,PILGRIM'S PLACE,Hampstead Town,NW3 1ND,OUTSIDE 48,35/18,109,High Pressure Sodium,Wall Light,,,,"526,740","185,610",-0.173255,51.55515,POINT (-0.173255 51.55515),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1065,PLATT STREET,St Pancras and Somers Town,NW1 1RT,OPP 15,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Aug 31 12:00:00 AM,"529,678","183,282",-0.131758,51.533561,POINT (-0.131758 51.533561),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1066,PLATT STREET,St Pancras and Somers Town,NW1 1RN,OPP 5,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Aug 31 12:00:00 AM,"529,701","183,298",-0.131421,51.5337,POINT (-0.131421 51.5337),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1067,PLATT STREET,St Pancras and Somers Town,NW1 1UE,S/O NO 39 GOLDINGTON ST,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Aug 31 12:00:00 AM,"529,718","183,322",-0.131167,51.533912,POINT (-0.131167 51.533912),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
1068,PLATT STREET,St Pancras and Somers Town,NW1 1RP,OPP 21,35/18,29,Generic LED Lighting,Lighting Column,600,No,2021 Aug 31 12:00:00 AM,"529,647","183,275",-0.132207,51.533506,POINT (-0.132207 51.533506),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242619,PLATT'S LANE,Frognal,NW3 7PG,OPP 35,35/18,56,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,288","186,048",-0.194032,51.55941,POINT (-0.194032 51.55941),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242620,PLATT'S LANE,Frognal,NW3 7AS,OPP 3,35/18,56,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,208","185,912",-0.195234,51.558206,POINT (-0.195234 51.558206),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242621,PLATT'S LANE,Frognal,NW3 7QG,OPP 83,35/18,56,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,352","186,230",-0.193045,51.561032,POINT (-0.193045 51.561032),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242622,PLATT'S LANE,,,OPP ROSECROFT AVENUE,35/18,56,Generic LED Lighting,Lighting Column,800,No,1975 Feb 10 12:00:00 AM,"525,414","186,292",-0.192129,51.561575,POINT (-0.192129 51.561575),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
242623,PLATT'S LANE,Frognal,NW3 7QL,S/O NO. 2,35/18,56,Generic LED Lighting,Lighting Column,800,No,2021 Dec 31 12:00:00 AM,"525,323","186,212",-0.193469,51.560876,POINT (-0.193469 51.560876),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,07/03/2026 14:40
